일시,요일,최저기온(°C),최고기온(°C),일강수량(mm),평균 상대습도(%),합계 일사량(MJ/m2),평균 전운량(1/10),평균 지면온도(°C),구장,홈,방문,관중수
2023년6월6일,화요일,17.30,25.20,0.00,72.90,21.98,6.10,24.50,잠실,두산,한화,21146.00
2023년6월6일,화요일,18.50,23.50,0.00,66.40,26.05,3.90,27.20,사직,롯데,KT,20441.00
2023년6월6일,화요일,17.30,25.20,0.00,72.90,21.98,6.10,24.50,고척,키움,LG,14903.00
2023년6월6일,화요일,19.40,30.10,0.00,50.40,26.81,4.00,31.40,대구,삼성,NC,14639.00
2023년6월6일,화요일,17.60,28.40,0.00,75.80,28.47,3.60,28.20,광주,KIA,SSG,15130.00
2023년6월7일,수요일,18.90,25.70,0.00,75.30,10.07,8.90,24.10,잠실,두산,한화,8497.00
2023년6월7일,수요일,18.50,25.30,0.00,64.80,24.29,6.40,26.10,사직,롯데,KT,10066.00
2023년6월7일,수요일,18.90,25.70,0.00,75.30,10.07,8.90,24.10,고척,키움,LG,5390.00
2023년6월7일,수요일,18.40,29.40,0.00,58.10,19.50,6.90,29.50,대구,삼성,NC,7119.00
2023년6월7일,수요일,16.40,28.60,0.00,79.40,26.51,6.50,27.70,광주,KIA,SSG,7569.00
2023년6월8일,목요일,18.30,23.90,1.90,80.50,10.19,8.40,23.50,잠실,두산,한화,8509.00
2023년6월8일,목요일,18.50,25.40,0.00,74.60,22.29,5.90,26.10,사직,롯데,KT,10504.00
2023년6월8일,목요일,18.30,23.90,1.90,80.50,10.19,8.40,23.50,고척,키움,LG,6076.00
2023년6월8일,목요일,20.10,29.30,0.00,57.80,23.99,5.50,31.00,대구,삼성,NC,5989.00
2023년6월8일,목요일,18.10,29.00,0.00,79.60,23.58,6.00,29.30,광주,KIA,SSG,6646.00
2023년6월9일,금요일,18.30,28.40,1.20,64.00,28.15,4.60,30.30,잠실,두산,KIA,16250.00
2023년6월9일,금요일,18.40,29.20,0.30,56.80,27.23,3.30,29.90,한밭,한화,LG,6005.00
2023년6월9일,금요일,18.60,31.00,0.00,50.40,28.65,0.80,31.90,대구,삼성,롯데,15893.00
2023년6월9일,금요일,17.10,28.40,0.00,73.80,27.59,2.00,28.70,창원,NC,SSG,5110.00
2023년6월9일,금요일,18.10,28.10,2.80,65.40,27.07,4.90,29.70,수원,KT,키움,5033.00
2023년6월10일,토요일,19.60,28.50,0.80,70.00,18.18,6.90,26.60,잠실,두산,KIA,22233.00
2023년6월10일,토요일,18.80,31.70,1.30,63.10,22.38,6.80,29.30,한밭,한화,LG,11072.00
2023년6월10일,토요일,18.60,31.50,0.00,61.00,24.00,4.60,30.20,대구,삼성,롯데,24000.00
2023년6월10일,토요일,18.80,26.50,0.00,75.00,24.67,6.60,26.90,창원,NC,SSG,11026.00
2023년6월10일,토요일,19.50,28.10,0.00,65.90,20.36,6.60,26.50,수원,KT,키움,9622.00
2023년6월11일,일요일,17.90,27.30,32.20,76.10,21.10,6.10,23.60,잠실,두산,KIA,18623.00
2023년6월11일,일요일,17.50,30.00,0.00,67.50,25.61,4.40,30.20,한밭,한화,LG,7601.00
2023년6월11일,일요일,20.30,30.60,0.00,66.50,22.41,5.60,32.00,대구,삼성,롯데,18496.00
2023년6월11일,일요일,19.80,26.30,2.10,84.50,17.07,7.90,25.70,창원,NC,SSG,7210.00
2023년6월11일,일요일,18.30,27.90,0.00,71.80,23.09,4.60,28.20,수원,KT,키움,6806.00
2023년6월13일,화요일,20.20,25.60,0.00,72.60,25.44,7.10,28.10,사직,롯데,한화,16007.00
2023년6월13일,화요일,19.20,26.00,0.00,70.00,25.43,3.90,28.20,고척,키움,KIA,7834.00
2023년6월13일,화요일,17.70,23.30,0.00,76.60,29.43,3.90,25.30,문학,SSG,KT,6568.00
2023년6월13일,화요일,20.00,27.10,0.70,77.40,22.93,5.80,29.40,창원,NC,두산,3699.00
2023년6월13일,화요일,19.20,26.00,0.00,70.00,25.43,3.90,28.20,잠실,LG,삼성,11103.00
2023년6월14일,수요일,20.20,25.80,0.10,71.50,19.79,5.80,28.80,사직,롯데,한화,10803.00
2023년6월14일,수요일,17.50,25.00,30.60,80.30,13.12,4.10,20.30,고척,키움,KIA,8016.00
2023년6월14일,수요일,17.50,24.00,0.00,76.00,28.88,3.00,26.00,문학,SSG,KT,6579.00
2023년6월14일,수요일,15.70,28.30,27.10,77.30,19.59,5.40,28.00,창원,NC,두산,3154.00
2023년6월14일,수요일,17.50,25.00,30.60,80.30,13.12,4.10,20.30,잠실,LG,삼성,11725.00
2023년6월15일,목요일,18.20,26.00,0.00,70.90,26.09,3.10,28.80,사직,롯데,한화,12594.00
2023년6월15일,목요일,17.70,28.30,0.00,70.80,25.05,2.90,26.50,고척,키움,KIA,8528.00
2023년6월15일,목요일,17.70,24.30,0.00,78.00,26.70,1.90,26.00,문학,SSG,KT,6736.00
2023년6월15일,목요일,16.00,26.10,0.00,80.10,21.24,4.90,22.70,창원,NC,두산,3633.00
2023년6월15일,목요일,17.70,28.30,0.00,70.80,25.05,2.90,26.50,잠실,LG,삼성,12023.00
2023년6월16일,금요일,18.40,25.70,0.00,69.00,29.61,0.90,26.60,문학,SSG,롯데,18013.00
2023년6월16일,금요일,17.50,32.40,0.00,69.90,30.32,1.50,31.80,광주,KIA,NC,10170.00
2023년6월16일,금요일,19.10,28.90,0.00,64.40,29.89,0.90,27.80,잠실,LG,두산,18826.00
2023년6월16일,금요일,16.90,28.40,0.00,69.40,29.06,0.50,29.60,수원,KT,삼성,6998.00
2023년6월16일,금요일,17.00,31.90,0.00,57.30,29.54,0.30,34.60,한밭,한화,키움,7005.00
2023년6월17일,토요일,18.90,26.30,0.00,71.10,26.57,5.90,26.50,문학,SSG,롯데,23000.00
2023년6월17일,토요일,19.70,31.30,0.00,68.90,23.55,7.50,30.50,광주,KIA,NC,15992.00
2023년6월17일,토요일,18.90,30.20,0.00,57.10,27.40,4.40,28.70,잠실,LG,두산,22878.00
2023년6월17일,토요일,16.20,29.70,0.00,63.50,26.76,5.30,30.30,수원,KT,삼성,14935.00
2023년6월17일,토요일,18.80,32.50,0.00,54.30,26.39,5.90,33.40,한밭,한화,키움,11008.00
2023년6월18일,일요일,20.10,27.30,0.00,71.40,27.45,3.80,28.20,문학,SSG,롯데,19156.00
2023년6월18일,일요일,21.00,33.50,0.00,60.10,27.94,4.10,30.80,광주,KIA,NC,13967.00
2023년6월18일,일요일,20.80,32.60,0.00,60.50,28.79,3.40,31.60,잠실,LG,두산,19038.00
2023년6월18일,일요일,18.80,31.00,0.00,68.10,27.54,3.40,31.10,수원,KT,삼성,10137.00
2023년6월18일,일요일,19.60,33.10,0.00,50.40,27.95,3.60,35.80,한밭,한화,키움,8163.00
2023년6월20일,화요일,20.20,27.70,2.90,61.00,14.33,7.90,29.00,한밭,한화,KIA,5451.00
2023년6월20일,화요일,19.50,27.90,2.30,65.00,21.51,5.80,27.20,창원,NC,LG,3433.00
2023년6월20일,화요일,19.30,25.70,18.50,62.80,6.96,8.80,25.10,수원,KT,롯데,5773.00
2023년6월20일,화요일,21.40,26.40,6.40,64.50,5.89,8.80,23.70,잠실,두산,SSG,6186.00
2023년6월20일,화요일,20.10,28.30,0.00,66.40,19.45,6.40,28.00,대구,삼성,키움,7667.00
2023년6월21일,수요일,19.50,24.40,1.60,87.10,5.70,9.10,23.50,한밭,한화,KIA,5207.00
2023년6월21일,수요일,18.60,23.50,17.90,89.30,4.23,9.80,22.60,창원,NC,LG,3571.00
2023년6월21일,수요일,18.30,23.50,17.00,92.80,6.76,9.10,22.60,수원,KT,롯데,6024.00
2023년6월21일,수요일,19.20,22.10,24.90,92.60,4.79,9.40,21.90,잠실,두산,SSG,5473.00
2023년6월21일,수요일,18.50,23.90,4.60,89.90,5.22,9.60,23.50,대구,삼성,키움,7453.00
2023년6월22일,목요일,19.10,28.40,0.00,69.30,20.68,6.50,27.70,한밭,한화,KIA,7675.00
2023년6월22일,목요일,19.50,29.70,0.00,68.00,23.15,4.80,27.50,창원,NC,LG,4997.00
2023년6월22일,목요일,18.60,25.80,0.20,80.10,23.67,5.60,25.90,수원,KT,롯데,7861.00
2023년6월22일,목요일,18.90,26.40,0.00,77.10,21.48,6.30,26.20,잠실,두산,SSG,7291.00
2023년6월22일,목요일,20.60,29.10,0.00,65.80,22.41,6.90,29.40,대구,삼성,키움,10176.00
2023년6월23일,금요일,19.70,28.30,0.00,71.30,27.52,4.50,26.80,창원,NC,한화,6376.00
2023년6월23일,금요일,19.00,32.10,0.00,78.00,28.10,4.60,29.30,광주,KIA,KT,9018.00
2023년6월23일,금요일,20.00,29.90,0.00,76.60,18.74,5.00,26.20,잠실,LG,롯데,21089.00
2023년6월23일,금요일,20.00,29.90,0.00,76.60,18.74,5.00,26.20,고척,키움,두산,7316.00
2023년6월23일,금요일,19.60,26.70,0.00,80.80,24.43,3.30,27.00,문학,SSG,삼성,12744.00
2023년6월24일,토요일,18.70,27.20,0.00,77.80,23.06,8.10,25.90,창원,NC,한화,13791.00
2023년6월24일,토요일,21.40,31.90,0.00,75.80,23.19,7.80,30.80,광주,KIA,KT,14043.00
2023년6월24일,토요일,21.90,31.10,0.00,70.50,21.93,1.50,27.40,잠실,LG,롯데,23750.00
2023년6월24일,토요일,21.90,31.10,0.00,70.50,21.93,1.50,27.40,고척,키움,두산,11717.00
2023년6월24일,토요일,21.40,28.80,0.00,73.00,27.35,0.40,27.90,문학,SSG,삼성,20062.00
2023년6월25일,일요일,22.80,33.10,0.00,64.90,23.62,5.80,30.80,잠실,LG,롯데,20846.00
2023년6월25일,일요일,22.80,33.10,0.00,64.90,23.62,5.80,30.80,고척,키움,두산,9549.00
2023년6월25일,일요일,22.10,30.80,0.00,65.80,21.81,5.80,27.50,문학,SSG,삼성,14722.00
2023년6월27일,화요일,22.00,31.40,25.30,70.80,28.07,6.30,29.30,한밭,한화,KT,4625.00
2023년6월27일,화요일,20.30,27.60,0.00,81.10,25.15,5.40,27.00,문학,SSG,LG,12244.00
2023년6월27일,화요일,21.40,29.10,2.50,73.10,20.95,6.50,27.60,잠실,두산,NC,5302.00
2023년6월27일,화요일,20.60,26.60,14.10,86.50,9.28,9.60,25.50,사직,롯데,삼성,11654.00
2023년6월27일,화요일,20.70,30.20,130.20,94.60,18.51,9.00,26.80,광주,KIA,키움,5349.00
2023년6월28일,수요일,19.50,27.10,5.70,78.80,11.81,8.60,26.00,한밭,한화,KT,5007.00
2023년6월28일,수요일,21.90,27.30,0.00,85.60,17.53,9.10,28.40,문학,SSG,LG,11045.00
2023년6월28일,수요일,24.20,30.10,0.00,77.40,18.56,8.10,28.50,잠실,두산,NC,5400.00
2023년6월28일,수요일,20.00,25.30,23.80,82.50,17.27,8.60,25.60,사직,롯데,삼성,13787.00
2023년6월28일,수요일,19.60,25.30,153.30,99.00,7.81,10.00,24.00,광주,KIA,키움,4816.00
2023년6월30일,금요일,22.30,25.70,39.00,92.40,5.56,9.90,25.40,대구,삼성,한화,8114.00
2023년6월30일,금요일,23.20,29.10,1.00,89.80,10.02,7.40,26.50,잠실,LG,KIA,20568.00
2023년6월30일,금요일,22.70,29.20,1.20,86.60,11.19,6.60,26.40,수원,KT,NC,4596.00
2023년6월30일,금요일,20.80,26.70,17.30,90.10,6.19,10.00,25.20,울산,롯데,두산,6894.00
2023년6월30일,금요일,23.20,29.10,1.00,89.80,10.02,7.40,26.50,고척,키움,SSG,7164.00
2023년7월1일,토요일,21.60,31.30,0.00,76.10,24.92,4.80,30.50,대구,삼성,한화,18151.00
2023년7월1일,토요일,23.30,32.90,0.00,76.90,29.21,1.40,31.20,잠실,LG,KIA,23750.00
2023년7월1일,토요일,21.20,31.20,0.00,81.10,26.18,2.10,29.10,수원,KT,NC,9551.00
2023년7월1일,토요일,20.40,27.70,0.00,82.80,18.37,5.30,26.20,울산,롯데,두산,10013.00
2023년7월1일,토요일,23.30,32.90,0.00,76.90,29.21,1.40,31.20,고척,키움,SSG,10836.00
2023년7월2일,일요일,23.90,33.50,0.00,69.00,21.78,7.00,33.30,대구,삼성,한화,12395.00
2023년7월2일,일요일,23.50,30.60,0.00,79.50,19.16,6.60,28.40,잠실,LG,KIA,20959.00
2023년7월2일,일요일,21.20,30.50,0.00,82.90,20.65,6.60,27.40,수원,KT,NC,5406.00
2023년7월2일,일요일,19.80,32.20,0.00,76.90,24.13,5.90,28.30,울산,롯데,두산,7588.00
2023년7월2일,일요일,23.50,30.60,0.00,79.50,19.16,6.60,28.40,고척,키움,SSG,9512.00
2023년7월4일,화요일,24.50,29.20,61.80,86.80,6.08,9.80,26.40,고척,키움,NC,4474.00
2023년7월4일,화요일,22.10,28.00,4.50,85.60,8.10,9.40,26.50,포항,삼성,두산,4182.00
2023년7월5일,수요일,21.30,24.50,6.10,88.60,20.88,5.80,26.20,문학,SSG,KIA,13025.00
2023년7월5일,수요일,22.10,27.10,15.30,82.60,19.96,5.90,27.30,잠실,LG,KT,9707.00
2023년7월5일,수요일,22.00,28.70,27.70,77.80,17.26,5.00,26.70,한밭,한화,롯데,7760.00
2023년7월5일,수요일,22.10,27.10,15.30,82.60,19.96,5.90,27.30,고척,키움,NC,4027.00
2023년7월5일,수요일,23.50,31.10,10.00,66.80,25.05,4.40,28.30,포항,삼성,두산,5902.00
2023년7월6일,목요일,22.20,29.10,0.00,76.90,25.75,6.00,27.60,문학,SSG,KIA,17513.00
2023년7월6일,목요일,22.40,31.80,0.00,70.90,25.47,6.30,29.60,잠실,LG,KT,10736.00
2023년7월6일,목요일,20.80,32.40,0.00,59.80,24.50,7.50,28.20,한밭,한화,롯데,10061.00
2023년7월6일,목요일,22.40,31.80,0.00,70.90,25.47,6.30,29.60,고척,키움,NC,4013.00
2023년7월6일,목요일,23.90,33.40,0.00,54.10,21.41,6.60,28.30,포항,삼성,두산,6923.00
2023년7월7일,금요일,22.10,30.60,0.00,71.60,21.34,6.90,27.50,수원,KT,KIA,16315.00
2023년7월7일,금요일,23.30,31.40,0.00,64.90,23.96,4.10,29.30,잠실,두산,키움,14123.00
2023년7월8일,토요일,20.50,29.50,1.30,84.50,14.19,8.40,26.30,수원,KT,KIA,18700.00
2023년7월8일,토요일,20.50,23.80,28.10,91.50,2.74,10.00,24.80,사직,롯데,LG,19496.00
2023년7월8일,토요일,18.80,29.30,2.60,85.60,15.73,8.10,26.40,한밭,한화,SSG,12000.00
2023년7월8일,토요일,20.60,24.40,1.50,93.00,4.15,10.00,24.20,창원,NC,삼성,12462.00
2023년7월8일,토요일,22.40,29.70,0.00,76.50,13.93,7.60,27.10,잠실,두산,키움,19676.00
2023년7월9일,일요일,21.80,28.40,31.20,86.30,9.14,8.60,25.50,수원,KT,KIA,18700.00
2023년7월9일,일요일,21.50,27.20,3.40,87.00,13.42,9.40,27.10,사직,롯데,LG,15860.00
2023년7월9일,일요일,22.80,30.20,0.10,81.60,11.09,7.30,26.90,한밭,한화,SSG,10168.00
2023년7월9일,일요일,21.60,27.30,0.10,90.10,7.69,9.60,26.30,창원,NC,삼성,8522.00
2023년7월9일,일요일,21.60,27.00,47.50,86.40,8.07,8.80,27.10,잠실,두산,키움,11472.00
2023년7월11일,화요일,21.60,25.90,58.30,92.40,2.21,9.40,23.70,고척,키움,KT,4217.00
2023년7월12일,수요일,22.00,29.10,0.70,86.40,12.34,9.40,27.10,잠실,LG,한화,17812.00
2023년7월12일,수요일,22.00,29.10,0.70,86.40,12.34,9.40,27.10,고척,키움,KT,3890.00
2023년7월12일,수요일,22.70,26.80,32.40,89.80,5.79,10.00,26.20,창원,NC,롯데,13074.00
2023년7월12일,수요일,22.40,27.50,0.40,89.50,16.73,9.40,26.80,문학,SSG,두산,19699.00
2023년7월12일,수요일,23.60,28.80,2.80,99.00,8.43,9.80,27.40,광주,KIA,삼성,8470.00
2023년7월13일,목요일,24.70,26.50,91.60,95.00,2.63,10.00,25.20,고척,키움,KT,4520.00
2023년7월13일,목요일,24.60,27.90,6.60,86.80,6.01,9.90,26.90,창원,NC,롯데,10316.00
2023년7월13일,목요일,24.80,27.70,4.40,99.00,4.87,10.00,26.70,광주,KIA,삼성,7085.00
2023년7월21일,금요일,23.30,31.40,0.00,78.50,20.99,5.50,31.60,대구,삼성,KT,7833.00
2023년7월21일,금요일,23.60,34.20,0.00,75.00,22.44,4.10,33.50,한밭,한화,NC,8475.00
2023년7월21일,금요일,23.30,33.00,0.00,80.90,25.58,3.10,30.20,광주,KIA,두산,9779.00
2023년7월21일,금요일,24.60,34.30,0.00,69.60,23.64,2.30,30.90,잠실,LG,SSG,17524.00
2023년7월21일,금요일,22.70,29.10,0.00,73.80,26.18,3.10,29.70,사직,롯데,키움,13431.00
2023년7월22일,토요일,21.50,28.10,0.00,77.30,14.48,6.00,29.90,대구,삼성,KT,10356.00
2023년7월22일,토요일,23.50,30.00,1.00,78.40,12.66,6.30,29.10,한밭,한화,NC,10021.00
2023년7월22일,토요일,22.90,27.90,1.40,78.80,12.18,8.10,27.10,사직,롯데,키움,14266.00
2023년7월23일,일요일,25.20,30.20,0.10,75.90,9.68,9.50,30.60,대구,삼성,KT,8613.00
2023년7월23일,일요일,25.40,28.90,0.00,85.50,15.46,9.60,29.50,사직,롯데,키움,11470.00
2023년7월25일,화요일,25.80,30.50,5.60,80.50,16.84,7.10,28.90,고척,키움,한화,9886.00
2023년7월25일,화요일,24.40,30.10,2.10,85.00,16.90,6.80,30.30,창원,NC,KIA,5668.00
2023년7월25일,화요일,24.40,30.10,1.40,83.60,19.19,8.40,28.40,수원,KT,LG,7948.00
2023년7월25일,화요일,25.80,30.50,5.60,80.50,16.84,7.10,28.90,잠실,두산,롯데,12700.00
2023년7월25일,화요일,24.60,32.20,0.00,78.10,15.69,7.00,32.10,대구,삼성,SSG,5557.00
2023년7월26일,수요일,24.90,31.10,1.00,80.90,15.79,7.60,28.70,고척,키움,한화,11324.00
2023년7월26일,수요일,24.40,32.30,0.00,81.60,22.76,6.60,31.40,창원,NC,KIA,6325.00
2023년7월26일,수요일,24.40,30.90,19.60,82.60,19.29,7.10,29.40,수원,KT,LG,8134.00
2023년7월26일,수요일,24.90,31.10,1.00,80.90,15.79,7.60,28.70,잠실,두산,롯데,13620.00
2023년7월26일,수요일,23.80,33.10,0.00,78.30,15.72,8.00,30.60,대구,삼성,SSG,6955.00
2023년7월27일,목요일,24.40,32.20,0.00,78.10,18.25,5.90,29.00,고척,키움,한화,11650.00
2023년7월27일,목요일,24.10,33.70,0.00,74.30,27.10,2.40,32.00,창원,NC,KIA,7279.00
2023년7월27일,목요일,23.40,32.60,0.00,79.60,21.79,4.10,29.00,수원,KT,LG,8413.00
2023년7월27일,목요일,24.40,32.20,0.00,78.10,18.25,5.90,29.00,잠실,두산,롯데,12511.00
2023년7월27일,목요일,22.80,32.90,0.00,76.00,20.34,3.80,31.00,대구,삼성,SSG,7663.00
2023년7월28일,금요일,25.70,31.70,0.00,74.40,26.55,2.00,30.50,문학,SSG,한화,14386.00
2023년7월28일,금요일,24.80,33.70,0.00,74.30,21.94,5.10,31.50,창원,NC,KT,4676.00
2023년7월28일,금요일,25.40,34.10,0.00,72.40,23.36,3.30,31.20,잠실,두산,LG,16987.00
2023년7월28일,금요일,24.70,32.40,0.00,91.60,15.63,7.80,30.40,광주,KIA,롯데,10295.00
2023년7월28일,금요일,25.40,34.10,0.00,72.40,23.36,3.30,31.20,고척,키움,삼성,7755.00
2023년7월29일,토요일,26.50,32.10,0.00,72.50,24.45,6.50,31.00,문학,SSG,한화,21344.00
2023년7월29일,토요일,25.00,34.90,0.00,70.90,26.87,0.50,32.30,창원,NC,KT,8309.00
2023년7월29일,토요일,26.10,33.30,0.00,72.10,18.50,4.40,31.30,잠실,두산,LG,21126.00
2023년7월29일,토요일,24.50,34.70,0.00,82.40,26.27,4.30,35.50,광주,KIA,롯데,14754.00
2023년7월29일,토요일,26.10,33.30,0.00,72.10,18.50,4.40,31.30,고척,키움,삼성,11851.00
2023년7월30일,일요일,25.40,33.70,0.00,68.50,24.94,4.50,30.90,문학,SSG,한화,18158.00
2023년7월30일,일요일,24.80,33.70,0.00,72.60,24.92,2.60,31.80,창원,NC,KT,6181.00
2023년7월30일,일요일,24.90,34.90,25.00,72.50,21.99,4.80,32.00,잠실,두산,LG,19500.00
2023년7월30일,일요일,25.00,33.40,0.00,85.10,23.34,2.80,33.50,광주,KIA,롯데,11796.00
2023년7월30일,일요일,24.90,34.90,25.00,72.50,21.99,4.80,32.00,고척,키움,삼성,11235.00
2023년8월1일,화요일,24.20,32.70,0.00,71.00,20.08,4.10,33.40,포항,삼성,KIA,6912.00
2023년8월1일,화요일,26.80,33.20,0.00,62.60,27.09,3.10,36.70,사직,롯데,NC,13326.00
2023년8월1일,화요일,24.80,34.60,0.00,70.40,22.90,4.50,32.80,한밭,한화,두산,10225.00
2023년8월1일,화요일,24.80,34.40,0.00,73.30,23.99,5.00,29.20,수원,KT,SSG,7831.00
2023년8월1일,화요일,25.50,34.20,0.00,71.60,21.25,4.10,30.80,잠실,LG,키움,12159.00
2023년8월2일,수요일,25.40,35.30,0.00,66.10,24.76,6.30,36.10,포항,삼성,KIA,6477.00
2023년8월2일,수요일,26.90,33.10,0.00,72.10,25.50,6.10,36.80,사직,롯데,NC,11444.00
2023년8월2일,수요일,25.30,33.80,0.00,72.60,18.44,4.80,33.10,한밭,한화,두산,9011.00
2023년8월2일,수요일,24.70,33.40,0.00,74.60,24.72,4.10,32.50,수원,KT,SSG,7780.00
2023년8월2일,수요일,26.80,33.70,0.00,67.80,24.81,4.00,32.60,잠실,LG,키움,11740.00
2023년8월3일,목요일,28.00,36.70,0.00,61.10,25.35,4.50,37.80,포항,삼성,KIA,6357.00
2023년8월3일,목요일,26.90,33.20,0.00,66.30,27.74,3.10,37.40,사직,롯데,NC,10162.00
2023년8월3일,목요일,23.70,34.40,0.00,67.50,21.99,2.90,33.70,한밭,한화,두산,9024.00
2023년8월3일,목요일,23.50,33.50,0.00,70.40,25.47,4.10,33.70,수원,KT,SSG,7521.00
2023년8월3일,목요일,25.80,33.80,0.00,67.00,25.40,3.90,33.50,잠실,LG,키움,12179.00
2023년8월4일,금요일,25.00,34.40,0.00,84.00,19.62,3.30,32.80,광주,KIA,한화,11495.00
2023년8월4일,금요일,26.50,34.40,0.00,67.60,23.13,4.30,34.80,잠실,두산,KT,6358.00
2023년8월4일,금요일,26.00,34.70,0.00,66.00,13.92,5.10,34.60,대구,삼성,LG,10856.00
2023년8월4일,금요일,26.80,33.70,0.00,64.30,25.76,2.80,37.20,사직,롯데,SSG,8545.00
2023년8월4일,금요일,25.60,35.40,0.00,70.30,23.80,3.80,35.60,창원,NC,키움,5107.00
2023년8월5일,토요일,25.40,35.70,0.00,82.60,25.17,0.90,38.10,광주,KIA,한화,13487.00
2023년8월5일,토요일,26.40,34.90,0.00,69.00,27.31,2.80,36.70,잠실,두산,KT,8847.00
2023년8월5일,토요일,25.70,37.20,0.00,64.30,23.28,2.50,39.50,대구,삼성,LG,15879.00
2023년8월5일,토요일,27.30,33.40,0.00,68.90,27.45,0.80,38.10,사직,롯데,SSG,10670.00
2023년8월5일,토요일,25.80,35.10,0.00,73.30,26.47,2.10,35.20,창원,NC,키움,8244.00
2023년8월6일,일요일,26.30,35.60,0.00,87.90,22.38,4.40,36.90,광주,KIA,한화,10125.00
2023년8월6일,일요일,27.00,33.00,4.90,76.50,12.95,5.80,31.90,잠실,두산,KT,6744.00
2023년8월6일,일요일,26.40,35.60,0.00,67.50,23.88,4.50,40.20,대구,삼성,LG,11446.00
2023년8월6일,일요일,28.10,34.70,0.00,62.80,27.74,3.90,39.10,사직,롯데,SSG,8162.00
2023년8월6일,일요일,26.50,34.90,0.00,67.80,18.31,3.60,32.70,창원,NC,키움,6583.00
2023년8월8일,화요일,26.50,34.80,0.00,61.00,23.66,3.10,36.20,수원,KT,한화,9704.00
2023년8월8일,화요일,26.40,35.80,0.00,60.50,23.96,2.40,35.30,고척,키움,롯데,8376.00
2023년8월8일,화요일,26.60,34.30,0.00,63.30,21.94,2.90,30.40,문학,SSG,NC,8131.00
2023년8월8일,화요일,26.40,35.80,0.00,60.50,23.96,2.40,35.30,잠실,두산,삼성,8519.00
2023년8월9일,수요일,24.10,31.90,0.60,67.10,17.69,7.10,34.30,수원,KT,한화,10099.00
2023년8월9일,수요일,24.30,29.00,1.00,98.10,8.89,8.40,28.40,광주,KIA,LG,3700.00
2023년8월9일,수요일,25.10,31.60,0.20,67.60,13.66,8.00,30.80,고척,키움,롯데,7424.00
2023년8월9일,수요일,27.10,32.50,0.00,64.60,16.27,7.90,29.50,문학,SSG,NC,6473.00
2023년8월9일,수요일,25.10,31.60,0.20,67.60,13.66,8.00,30.80,잠실,두산,삼성,8344.00
2023년8월10일,목요일,20.90,25.10,86.10,91.90,2.42,10.00,22.80,고척,키움,롯데,6240.00
2023년8월11일,금요일,24.20,30.00,0.00,74.30,26.45,2.10,30.00,사직,롯데,KIA,10118.00
2023년8월11일,금요일,21.60,26.60,30.30,89.30,6.28,10.00,25.00,수원,KT,NC,5969.00
2023년8월11일,금요일,21.00,30.00,8.00,80.40,16.52,9.50,27.40,한밭,한화,두산,7333.00
